/home/flo/System_Bioinformatics/SequenceWS19-20_Assignments/Project/NC_004431/NC_004431.fasta /home/flo/System_Bioinformatics/SequenceWS19-20_Assignments/Project/NC_004431/../r_assembly.fna
NUCMER
show-coords
[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[TAGS]
4933435	4935306	4799140	4797311	1872	1830	86.80	NC_004431.1	CP041955.1
4939378	4940172	1967166	1966373	795	794	96.10	NC_004431.1	CP041955.1
4950051	4951173	4795914	4797036	1123	1123	90.21	NC_004431.1	CP041955.1
4961152	4964066	1962969	1960061	2915	2909	92.39	NC_004431.1	CP041955.1
4971471	4982213	511353	522095	10743	10743	98.68	NC_004431.1	CP041955.1
4971585	4971708	4012786	4012664	124	123	91.94	NC_004431.1	CP041955.1
4982219	4983331	522254	523366	1113	1113	97.39	NC_004431.1	CP041955.1
4983331	4994025	523526	534226	10695	10701	98.50	NC_004431.1	CP041955.1
4994213	5000636	534969	541392	6424	6424	96.89	NC_004431.1	CP041955.1
5000636	5018076	541513	559050	17441	17538	97.61	NC_004431.1	CP041955.1
5018096	5027011	564193	573110	8916	8918	97.22	NC_004431.1	CP041955.1
5028196	5032505	573111	577422	4310	4312	94.95	NC_004431.1	CP041955.1
5032519	5034678	578026	580184	2160	2159	98.06	NC_004431.1	CP041955.1
5044810	5045105	581268	581563	296	296	95.95	NC_004431.1	CP041955.1
5045108	5054613	583314	592814	9506	9501	96.83	NC_004431.1	CP041955.1
5054622	5064168	594064	603594	9547	9531	97.94	NC_004431.1	CP041955.1
5066082	5076383	604357	614582	10302	10226	95.67	NC_004431.1	CP041955.1
5076523	5089642	614594	627713	13120	13120	97.67	NC_004431.1	CP041955.1
5096143	5097713	632258	633828	1571	1571	93.57	NC_004431.1	CP041955.1
5097875	5098339	633858	634322	465	465	95.05	NC_004431.1	CP041955.1
5099774	5103261	635769	639259	3488	3491	97.14	NC_004431.1	CP041955.1
5103267	5115429	639167	651289	12163	12123	97.06	NC_004431.1	CP041955.1
5116722	5116841	4776795	4776914	120	120	89.26	NC_004431.1	CP041955.1
5128903	5130003	664985	663884	1101	1102	99.27	NC_004431.1	CP041955.1
5130107	5130218	1062563	1062451	112	113	96.46	NC_004431.1	CP041955.1
5130686	5135426	712141	716869	4741	4729	97.32	NC_004431.1	CP041955.1
5144270	5150078	717637	723377	5809	5741	95.56	NC_004431.1	CP041955.1
5151312	5161191	725372	735252	9880	9881	97.55	NC_004431.1	CP041955.1
5173117	5178596	738321	743732	5480	5412	96.59	NC_004431.1	CP041955.1
5183950	5184563	745384	745997	614	614	84.20	NC_004431.1	CP041955.1
5184970	5195572	746404	757003	10603	10600	97.09	NC_004431.1	CP041955.1
5195304	5195392	101433	101345	89	89	100.00	NC_004431.1	CP041955.1
5195585	5203385	757117	764917	7801	7801	96.72	NC_004431.1	CP041955.1
5203176	5203385	764909	765119	210	211	94.79	NC_004431.1	CP041955.1
5203176	5203285	765111	765221	110	111	96.40	NC_004431.1	CP041955.1
5203176	5210334	765010	772241	7159	7232	96.03	NC_004431.1	CP041955.1
5212489	5217928	772641	778080	5440	5440	97.22	NC_004431.1	CP041955.1
5218328	5218464	778088	778224	137	137	94.89	NC_004431.1	CP041955.1
5218671	5231427	778365	791182	12757	12818	97.28	NC_004431.1	CP041955.1
3441175	3441947	69934	69155	773	780	91.81	NC_004431.1	CP041956.1
4283641	4284111	79293	79763	471	471	90.23	NC_004431.1	CP041957.1
3444051	3445657	43388	41769	1607	1620	95.12	NC_004431.1	CP041959.1
1401821	1402053	26354	26125	233	230	91.42	NC_004431.1	CP041960.1
1405247	1405421	25504	25330	175	175	89.77	NC_004431.1	CP041960.1
